Geo_id,Geo_id2,Geo_display_label,T_Pop,T_U5,P_U5,T_5_9,P_5_9,T_10_14,P_10_14,T_15_19,P_15_19,T_20_24,P_20_24,T_25_29,P_25_29,T_30_34,P_30_34,T_35_39,P_35_39,T_40_44,P_40_44,T_45_49,P_45_49,T_50_54,P_50_54,T_55_59,P_55_59,T_60_64,P_60_64,T_65_69,P_65_69,T_70_74,P_70_74,T_75_79,P_75_79,T_80_84,P_80_84,T_85,P_85
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",1708,47,2.8,48,2.8,14,0.8,0,0.0,213,12.5,278,16.3,132,7.7,48,2.8,123,7.2,47,2.8,22,1.3,83,4.9,67,3.9,62,3.6,61,3.6,70,4.1,125,7.3,268,15.7
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",4067,272,6.7,141,3.5,38,0.9,126,3.1,259,6.4,506,12.4,518,12.7,381,9.4,191,4.7,173,4.3,438,10.8,319,7.8,263,6.5,124,3.0,90,2.2,72,1.8,60,1.5,96,2.4
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",3138,167,5.3,276,8.8,96,3.1,113,3.6,108,3.4,307,9.8,465,14.8,216,6.9,178,5.7,275,8.8,269,8.6,107,3.4,127,4.0,89,2.8,141,4.5,96,3.1,62,2.0,46,1.5
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",6389,488,7.6,331,5.2,113,1.8,77,1.2,187,2.9,851,13.3,1142,17.9,609,9.5,394,6.2,363,5.7,271,4.2,335,5.2,594,9.3,207,3.2,93,1.5,60,0.9,187,2.9,87,1.4
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",2521,170,6.7,151,6.0,81,3.2,136,5.4,73,2.9,165,6.5,125,5.0,205,8.1,132,5.2,197,7.8,234,9.3,234,9.3,160,6.3,137,5.4,119,4.7,44,1.7,47,1.9,111,4.4
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",6173,701,11.4,271,4.4,187,3.0,159,2.6,403,6.5,800,13.0,864,14.0,671,10.9,575,9.3,269,4.4,243,3.9,181,2.9,251,4.1,165,2.7,209,3.4,61,1.0,78,1.3,85,1.4
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",6306,478,7.6,216,3.4,127,2.0,190,3.0,375,5.9,928,14.7,1114,17.7,643,10.2,517,8.2,396,6.3,199,3.2,370,5.9,380,6.0,124,2.0,148,2.3,53,0.8,0,0.0,48,0.8
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",4169,316,7.6,173,4.1,196,4.7,126,3.0,366,8.8,729,17.5,546,13.1,423,10.1,339,8.1,221,5.3,226,5.4,109,2.6,149,3.6,45,1.1,109,2.6,35,0.8,22,0.5,39,0.9
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",4651,307,6.6,370,8.0,31,0.7,212,4.6,275,5.9,833,17.9,743,16.0,378,8.1,314,6.8,185,4.0,177,3.8,248,5.3,142,3.1,101,2.2,135,2.9,94,2.0,39,0.8,67,1.4
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",4465,207,4.6,215,4.8,163,3.7,112,2.5,292,6.5,1053,23.6,787,17.6,349,7.8,254,5.7,273,6.1,186,4.2,228,5.1,127,2.8,110,2.5,61,1.4,27,0.6,13,0.3,8,0.2
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",3279,145,4.4,99,3.0,87,2.7,166,5.1,237,7.2,602,18.4,556,17.0,310,9.5,101,3.1,150,4.6,224,6.8,80,2.4,139,4.2,98,3.0,99,3.0,64,2.0,54,1.6,68,2.1
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",3282,54,1.6,161,4.9,174,5.3,36,1.1,148,4.5,696,21.2,437,13.3,300,9.1,149,4.5,176,5.4,220,6.7,225,6.9,167,5.1,154,4.7,40,1.2,53,1.6,22,0.7,70,2.1
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",4822,178,3.7,153,3.2,119,2.5,171,3.5,486,10.1,757,15.7,533,11.1,539,11.2,341,7.1,421,8.7,264,5.5,165,3.4,38,0.8,259,5.4,218,4.5,78,1.6,21,0.4,81,1.7
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",4066,177,4.4,127,3.1,80,2.0,55,1.4,280,6.9,826,20.3,482,11.9,383,9.4,280,6.9,435,10.7,298,7.3,133,3.3,162,4.0,81,2.0,47,1.2,40,1.0,90,2.2,90,2.2
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",2256,121,5.4,71,3.1,12,0.5,36,1.6,220,9.8,465,20.6,399,17.7,245,10.9,75,3.3,158,7.0,126,5.6,75,3.3,90,4.0,56,2.5,54,2.4,10,0.4,24,1.1,19,0.8
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",4901,178,3.6,62,1.3,87,1.8,1649,33.6,715,14.6,586,12.0,281,5.7,266,5.4,190,3.9,51,1.0,284,5.8,44,0.9,195,4.0,102,2.1,88,1.8,85,1.7,38,0.8,0,0.0
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",5539,170,3.1,158,2.9,75,1.4,191,3.4,2520,45.5,660,11.9,518,9.4,160,2.9,210,3.8,142,2.6,103,1.9,124,2.2,157,2.8,160,2.9,119,2.1,20,0.4,11,0.2,41,0.7
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",4833,201,4.2,100,2.1,88,1.8,44,0.9,276,5.7,1418,29.3,674,13.9,673,13.9,242,5.0,231,4.8,249,5.2,247,5.1,118,2.4,108,2.2,42,0.9,72,1.5,50,1.0,0,0.0
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",5917,523,8.8,495,8.4,225,3.8,289,4.9,310,5.2,1062,17.9,909,15.4,662,11.2,259,4.4,363,6.1,82,1.4,303,5.1,135,2.3,79,1.3,120,2.0,36,0.6,53,0.9,12,0.2
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",5259,227,4.3,187,3.6,83,1.6,97,1.8,185,3.5,947,18.0,1122,21.3,543,10.3,428,8.1,208,4.0,295,5.6,220,4.2,265,5.0,294,5.6,90,1.7,20,0.4,48,0.9,0,0.0
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",4643,154,3.3,27,0.6,30,0.6,0,0.0,99,2.1,1065,22.9,941,20.3,483,10.4,429,9.2,350,7.5,268,5.8,124,2.7,200,4.3,226,4.9,108,2.3,103,2.2,36,0.8,0,0.0
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",4400,161,3.7,160,3.6,81,1.8,44,1.0,149,3.4,1046,23.8,533,12.1,427,9.7,363,8.3,259,5.9,226,5.1,248,5.6,226,5.1,151,3.4,107,2.4,55,1.3,51,1.2,113,2.6
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",3190,80,2.5,96,3.0,30,0.9,30,0.9,128,4.0,695,21.8,598,18.7,398,12.5,305,9.6,146,4.6,132,4.1,132,4.1,103,3.2,95,3.0,63,2.0,117,3.7,11,0.3,31,1.0
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",2658,131,4.9,56,2.1,23,0.9,75,2.8,75,2.8,332,12.5,225,8.5,252,9.5,166,6.2,93,3.5,284,10.7,173,6.5,240,9.0,243,9.1,195,7.3,68,2.6,27,1.0,0,0.0
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",3724,158,4.2,0,0.0,28,0.8,0,0.0,245,6.6,1064,28.6,864,23.2,309,8.3,148,4.0,106,2.8,260,7.0,245,6.6,133,3.6,50,1.3,8,0.2,40,1.1,66,1.8,0,0.0
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2538,56,2.2,40,1.6,0,0.0,31,1.2,163,6.4,625,24.6,592,23.3,222,8.7,77,3.0,122,4.8,121,4.8,102,4.0,188,7.4,60,2.4,65,2.6,61,2.4,1,0.0,12,0.5
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",4033,190,4.7,88,2.2,51,1.3,82,2.0,201,5.0,861,21.3,536,13.3,412,10.2,419,10.4,195,4.8,220,5.5,165,4.1,191,4.7,133,3.3,179,4.4,30,0.7,50,1.2,30,0.7
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",5385,232,4.3,91,1.7,18,0.3,28,0.5,209,3.9,1052,19.5,1127,20.9,710,13.2,468,8.7,416,7.7,306,5.7,149,2.8,154,2.9,61,1.1,139,2.6,97,1.8,17,0.3,111,2.1
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",2863,113,3.9,44,1.5,48,1.7,80,2.8,250,8.7,473,16.5,520,18.2,234,8.2,125,4.4,87,3.0,118,4.1,212,7.4,248,8.7,130,4.5,27,0.9,83,2.9,23,0.8,48,1.7
1400000US11001004701,11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",4888,384,7.9,466,9.5,224,4.6,139,2.8,276,5.6,725,14.8,624,12.8,524,10.7,154,3.2,246,5.0,224,4.6,205,4.2,186,3.8,182,3.7,128,2.6,71,1.5,107,2.2,23,0.5
1400000US11001004702,11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",3144,100,3.2,107,3.4,33,1.0,89,2.8,187,5.9,803,25.5,520,16.5,328,10.4,99,3.1,172,5.5,143,4.5,173,5.5,102,3.2,54,1.7,92,2.9,54,1.7,26,0.8,62,2.0
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",2725,68,2.5,78,2.9,119,4.4,118,4.3,139,5.1,579,21.2,521,19.1,279,10.2,186,6.8,51,1.9,164,6.0,48,1.8,94,3.4,55,2.0,95,3.5,80,2.9,13,0.5,38,1.4
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",3528,88,2.5,74,2.1,117,3.3,127,3.6,291,8.2,646,18.3,511,14.5,338,9.6,260,7.4,234,6.6,163,4.6,167,4.7,177,5.0,68,1.9,84,2.4,137,3.9,0,0.0,46,1.3
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",2837,135,4.8,128,4.5,84,3.0,55,1.9,144,5.1,566,20.0,516,18.2,357,12.6,191,6.7,109,3.8,79,2.8,116,4.1,119,4.2,104,3.7,88,3.1,18,0.6,0,0.0,28,1.0
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",3147,146,4.6,96,3.1,13,0.4,38,1.2,160,5.1,768,24.4,734,23.3,282,9.0,203,6.5,164,5.2,154,4.9,99,3.1,104,3.3,71,2.3,58,1.8,57,1.8,0,0.0,0,0.0
1400000US11001005001,11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",2083,146,7.0,53,2.5,4,0.2,14,0.7,63,3.0,393,18.9,356,17.1,267,12.8,199,9.6,124,6.0,224,10.8,79,3.8,33,1.6,48,2.3,19,0.9,32,1.5,7,0.3,22,1.1
1400000US11001005002,11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",5986,360,6.0,197,3.3,74,1.2,19,0.3,355,5.9,1086,18.1,1244,20.8,747,12.5,364,6.1,296,4.9,266,4.4,299,5.0,319,5.3,217,3.6,104,1.7,12,0.2,0,0.0,27,0.5
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",6263,152,2.4,0,0.0,0,0.0,46,0.7,255,4.1,1593,25.4,1764,28.2,589,9.4,320,5.1,284,4.5,514,8.2,164,2.6,286,4.6,24,0.4,199,3.2,73,1.2,0,0.0,0,0.0
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",4915,167,3.4,36,0.7,23,0.5,32,0.7,387,7.9,1211,24.6,1082,22.0,376,7.7,366,7.4,287,5.8,158,3.2,139,2.8,264,5.4,106,2.2,112,2.3,77,1.6,0,0.0,92,1.9
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",6864,194,2.8,82,1.2,68,1.0,55,0.8,890,13.0,1070,15.6,1089,15.9,883,12.9,285,4.2,400,5.8,346,5.0,325,4.7,242,3.5,268,3.9,191,2.8,121,1.8,213,3.1,142,2.1
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",6442,128,2.0,15,0.2,17,0.3,386,6.0,2043,31.7,994,15.4,415,6.4,379,5.9,128,2.0,172,2.7,177,2.7,316,4.9,263,4.1,311,4.8,183,2.8,319,5.0,92,1.4,104,1.6
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",3039,107,3.5,32,1.1,8,0.3,12,0.4,102,3.4,326,10.7,456,15.0,431,14.2,342,11.3,216,7.1,240,7.9,223,7.3,252,8.3,146,4.8,41,1.3,34,1.1,9,0.3,62,2.0
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",2682,11,0.4,27,1.0,0,0.0,45,1.7,682,25.4,711,26.5,341,12.7,157,5.9,118,4.4,72,2.7,182,6.8,86,3.2,127,4.7,71,2.6,19,0.7,14,0.5,19,0.7,0,0.0
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",72,0,0.0,0,0.0,0,0.0,0,0.0,20,27.8,12,16.7,40,55.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",2488,164,6.6,131,5.3,135,5.4,171,6.9,209,8.4,302,12.1,307,12.3,132,5.3,96,3.9,56,2.3,203,8.2,125,5.0,170,6.8,88,3.5,64,2.6,68,2.7,39,1.6,28,1.1
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",2604,153,5.9,110,4.2,46,1.8,34,1.3,189,7.3,540,20.7,483,18.5,136,5.2,187,7.2,106,4.1,63,2.4,161,6.2,155,6.0,101,3.9,75,2.9,11,0.4,40,1.5,14,0.5
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",2036,111,5.5,78,3.8,61,3.0,69,3.4,53,2.6,172,8.4,292,14.3,141,6.9,143,7.0,100,4.9,154,7.6,151,7.4,63,3.1,89,4.4,106,5.2,119,5.8,112,5.5,22,1.1
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",4375,308,7.0,140,3.2,180,4.1,62,1.4,163,3.7,441,10.1,521,11.9,676,15.5,316,7.2,297,6.8,205,4.7,190,4.3,235,5.4,212,4.8,170,3.9,107,2.4,47,1.1,105,2.4
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",2350,167,7.1,63,2.7,51,2.2,35,1.5,138,5.9,385,16.4,328,14.0,265,11.3,232,9.9,61,2.6,119,5.1,194,8.3,90,3.8,67,2.9,36,1.5,73,3.1,14,0.6,32,1.4
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",2509,191,7.6,183,7.3,52,2.1,46,1.8,200,8.0,285,11.4,329,13.1,247,9.8,285,11.4,197,7.9,135,5.4,94,3.7,62,2.5,60,2.4,30,1.2,37,1.5,22,0.9,54,2.2
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2733,12,0.4,14,0.5,28,1.0,114,4.2,415,15.2,430,15.7,371,13.6,412,15.1,361,13.2,227,8.3,124,4.5,113,4.1,62,2.3,30,1.1,20,0.7,0,0.0,0,0.0,0,0.0
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",2379,122,5.1,196,8.2,94,4.0,35,1.5,0,0.0,252,10.6,217,9.1,249,10.5,356,15.0,287,12.1,115,4.8,154,6.5,104,4.4,123,5.2,33,1.4,0,0.0,0,0.0,42,1.8
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",2923,210,7.2,68,2.3,25,0.9,244,8.3,420,14.4,345,11.8,473,16.2,162,5.5,155,5.3,109,3.7,133,4.6,166,5.7,135,4.6,97,3.3,83,2.8,39,1.3,20,0.7,39,1.3
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",3425,344,10.0,228,6.7,166,4.8,222,6.5,132,3.9,552,16.1,557,16.3,183,5.3,148,4.3,220,6.4,121,3.5,249,7.3,51,1.5,91,2.7,72,2.1,33,1.0,27,0.8,29,0.8
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",5154,254,4.9,119,2.3,33,0.6,21,0.4,382,7.4,1425,27.6,976,18.9,613,11.9,404,7.8,174,3.4,142,2.8,137,2.7,147,2.9,135,2.6,70,1.4,69,1.3,0,0.0,53,1.0
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",4606,972,21.1,451,9.8,209,4.5,155,3.4,658,14.3,522,11.3,611,13.3,304,6.6,224,4.9,141,3.1,91,2.0,182,4.0,57,1.2,10,0.2,19,0.4,0,0.0,0,0.0,0,0.0
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",3592,303,8.4,277,7.7,186,5.2,191,5.3,283,7.9,276,7.7,235,6.5,308,8.6,135,3.8,248,6.9,282,7.9,201,5.6,214,6.0,110,3.1,115,3.2,42,1.2,61,1.7,125,3.5
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",2262,196,8.7,257,11.4,211,9.3,305,13.5,139,6.1,186,8.2,134,5.9,175,7.7,81,3.6,95,4.2,129,5.7,87,3.8,91,4.0,55,2.4,47,2.1,32,1.4,24,1.1,18,0.8
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",3187,148,4.6,332,10.4,326,10.2,273,8.6,370,11.6,350,11.0,213,6.7,242,7.6,104,3.3,249,7.8,185,5.8,154,4.8,106,3.3,120,3.8,0,0.0,0,0.0,15,0.5,0,0.0
